Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P85,P90,P95,P97
1,0,1.000000,34.500000,0.035000,32.2287,32.5137,32.9520,33.6861,34.5000,35.3139,35.7510,36.0480,36.4863,36.7713
1,1,1.000000,36.504844,0.035000,34.1015,34.4031,34.8669,35.6437,36.5048,37.3660,37.8285,38.1428,38.6066,38.9081
1,2,1.000000,38.510078,0.035000,35.9748,36.2929,36.7821,37.6016,38.5101,39.4185,39.9065,40.2380,40.7273,41.0454
1,3,1.000000,40.515533,0.035000,37.8482,38.1829,38.6976,39.5598,40.5155,41.4713,41.9846,42.3335,42.8482,43.1829
1,4,1.000000,41.453830,0.035000,38.7247,39.0671,39.5938,40.4759,41.4538,42.4317,42.9569,43.3139,43.8405,44.1829
1,5,1.000000,42.391754,0.035000,39.6009,39.9510,40.4896,41.3917,42.3918,43.3918,43.9289,44.2939,44.8325,45.1826
1,6,1.000000,43.329149,0.035000,40.4766,40.8345,41.3850,42.3070,43.3291,44.3513,44.9003,45.2733,45.8238,46.1817
1,7,1.000000,43.782181,0.035000,40.8998,41.2614,41.8177,42.7494,43.7822,44.8150,45.3697,45.7467,46.3029,46.6646
1,8,1.000000,44.234368,0.035000,41.3222,41.6876,42.2496,43.1909,44.2344,45.2779,45.8383,46.2192,46.7812,47.1465
1,9,1.000000,44.685631,0.035000,41.7438,42.1129,42.6806,43.6315,44.6856,45.7398,46.3059,46.6907,47.2584,47.6275
1,10,1.000000,45.135914,0.035000,42.1644,42.5372,43.1107,44.0712,45.1359,46.2007,46.7725,47.1612,47.7346,48.1074
1,11,1.000000,45.585191,0.035000,42.5841,42.9606,43.5398,44.5098,45.5852,46.6605,47.2381,47.6306,48.2098,48.5863
1,12,1.000000,46.033462,0.035000,43.0028,43.3831,43.9679,44.9475,46.0335,47.1194,47.7026,48.0990,48.6838,49.0641
1,13,1.000000,46.222251,0.035000,43.1792,43.5610,44.1483,45.1319,46.2223,47.3126,47.8983,48.2962,48.8835,49.2653
1,14,1.000000,46.410165,0.035000,43.3548,43.7381,44.3277,45.3153,46.4102,47.5050,48.0930,48.4926,49.0822,49.4656
1,15,1.000000,46.597299,0.035000,43.5296,43.9145,44.5065,45.4981,46.5973,47.6965,48.2869,48.6881,49.2801,49.6650
1,16,1.000000,46.783775,0.035000,43.7038,44.0902,44.6846,45.6801,46.7838,47.8874,48.4802,48.8830,49.4774,49.8638
1,17,1.000000,46.969731,0.035000,43.8775,44.2654,44.8622,45.8617,46.9697,48.0777,48.6729,49.0773,49.6740,50.0620
1,18,1.000000,47.155323,0.035000,44.0509,44.4404,45.0395,46.0429,47.1553,48.2677,48.8652,49.2712,49.8703,50.2598
1,19,1.000000,47.340717,0.035000,44.2240,44.6151,45.2165,46.2239,47.3407,48.4575,49.0573,49.4649,50.0664,50.4574
1,20,1.000000,47.526087,0.035000,44.3972,44.7898,45.3936,46.4049,47.5261,48.6472,49.2494,49.6586,50.2624,50.6550
1,21,1.000000,47.711607,0.035000,44.5705,44.9646,45.5708,46.5861,47.7116,48.8371,49.4416,49.8524,50.4586,50.8527
1,22,1.000000,47.897451,0.035000,44.7441,45.1398,45.7483,46.7676,47.8975,49.0274,49.6342,50.0466,50.6551,51.0508
1,23,1.000000,48.083784,0.035000,44.9182,45.3154,45.9263,46.9495,48.0838,49.2181,49.8273,50.2413,50.8522,51.2494
1,24,1.000000,48.270757,0.035000,45.0929,45.4916,46.1048,47.1320,48.2708,49.4095,50.0211,50.4367,51.0499,51.4487
1,25,1.000000,48.366904,0.035000,45.1827,45.5822,46.1967,47.2259,48.3669,49.5079,50.1207,50.5371,51.1516,51.5511
1,26,1.000000,48.463954,0.035000,45.2733,45.6736,46.2894,47.3207,48.4640,49.6072,50.2213,50.6385,51.2543,51.6546
1,27,1.000000,48.561994,0.035000,45.3649,45.7660,46.3830,47.4164,48.5620,49.7076,50.3229,50.7410,51.3580,51.7591
1,28,1.000000,48.661081,0.035000,45.4575,45.8594,46.4777,47.5132,48.6611,49.8090,50.4255,50.8445,51.4627,51.8647
1,29,1.000000,48.761245,0.035000,45.5510,45.9538,46.5733,47.6110,48.7612,49.9115,50.5293,50.9492,51.5687,51.9714
1,30,1.000000,48.862487,0.035000,45.6456,46.0492,46.6700,47.7098,48.8625,50.0152,50.6342,51.0549,51.6757,52.0793
1,31,1.000000,48.964776,0.035000,45.7412,46.1456,46.7677,47.8097,48.9648,50.1199,50.7402,51.1618,51.7839,52.1884
1,32,1.000000,49.068052,0.035000,45.8377,46.2430,46.8664,47.9105,49.0681,50.2256,50.8473,51.2697,51.8931,52.2984
1,33,1.000000,49.172230,0.035000,45.9350,46.3411,46.9659,48.0123,49.1722,50.3322,50.9552,51.3786,52.0033,52.4095
1,34,1.000000,49.277196,0.035000,46.0330,46.4401,47.0661,48.1147,49.2772,50.4396,51.0640,51.4883,52.1143,52.5214
1,35,1.000000,49.382815,0.035000,46.1317,46.5396,47.1670,48.2179,49.3828,50.5478,51.1734,51.5986,52.2260,52.6339
1,36,1.000000,49.488935,0.035000,46.2308,46.6396,47.2684,48.3215,49.4889,50.6564,51.2834,51.7095,52.3383,52.7470
1,37,1.000000,49.541225,0.035000,46.2797,46.6889,47.3183,48.3725,49.5412,50.7099,51.3376,51.7641,52.3936,52.8028
1,38,1.000000,49.593655,0.035000,46.3287,46.7383,47.3684,48.4237,49.5937,50.7636,51.3919,51.8189,52.4490,52.8587
1,39,1.000000,49.646042,0.035000,46.3776,46.7877,47.4184,48.4749,49.6460,50.8172,51.4462,51.8737,52.5044,52.9145
1,40,1.000000,49.698205,0.035000,46.4263,46.8368,47.4682,48.5258,49.6982,50.8706,51.5003,51.9282,52.5596,52.9701
1,41,1.000000,49.749966,0.035000,46.4747,46.8856,47.5177,48.5764,49.7500,50.9236,51.5539,51.9822,52.6143,53.0253
1,42,1.000000,49.801161,0.035000,46.5225,46.9339,47.5666,48.6264,49.8012,50.9760,51.6070,52.0357,52.6685,53.0798
1,43,1.000000,49.851641,0.035000,46.5697,46.9814,47.6148,48.6756,49.8516,51.0276,51.6593,52.0885,52.7218,53.1336
1,44,1.000000,49.901274,0.035000,46.6160,47.0282,47.6622,48.7241,49.9013,51.0784,51.7107,52.1403,52.7743,53.1865
1,45,1.000000,49.949954,0.035000,46.6615,47.0741,47.7087,48.7716,49.9500,51.1283,51.7611,52.1912,52.8258,53.2384
1,46,1.000000,49.997601,0.035000,46.7060,47.1190,47.7542,48.8182,49.9976,51.1770,51.8105,52.2410,52.8762,53.2892
1,47,1.000000,50.044161,0.035000,46.7495,47.1629,47.7987,48.8636,50.0442,51.2247,51.8588,52.2896,52.9255,53.3388
1,48,1.000000,50.089614,0.035000,46.7920,47.2057,47.8421,48.9080,50.0896,51.2712,51.9059,52.3371,52.9735,53.3873
1,49,1.000000,50.133967,0.035000,46.8334,47.2475,47.8845,48.9513,50.1340,51.3166,51.9518,52.3835,53.0204,53.4345
1,50,1.000000,50.177259,0.035000,46.8738,47.2883,47.9258,48.9936,50.1773,51.3609,51.9967,52.4287,53.0662,53.4807
1,51,1.000000,50.219559,0.035000,46.9134,47.3282,47.9662,49.0349,50.2196,51.4042,52.0405,52.4729,53.1110,53.5258
1,52,1.000000,50.260964,0.035000,46.9520,47.3672,48.0058,49.0753,50.2610,51.4466,52.0834,52.5162,53.1547,53.5699
1,53,1.000000,50.301594,0.035000,46.9900,47.4055,48.0446,49.1150,50.3016,51.4882,52.1255,52.5586,53.1977,53.6132
1,54,1.000000,50.341592,0.035000,47.0274,47.4432,48.0828,49.1540,50.3416,51.5292,52.1670,52.6004,53.2400,53.6558
1,55,1.000000,50.381119,0.035000,47.0643,47.4804,48.1205,49.1926,50.3811,51.5696,52.2079,52.6417,53.2818,53.6980
1,56,1.000000,50.420350,0.035000,47.1009,47.5174,48.1580,49.2309,50.4203,51.6098,52.2486,52.6827,53.3233,53.7398
